,Not Sexually Active,Single and Sexually Active,Single and is Parent,Cohabilitating,Cohabilitating and is Parent,Married and Without Children,Married is a Parent,Divorced,Divorced and is a Parent,Prediction,ActualValue,ID,t
34,4.186294734167399e-07,2.3442523004130122e-07,0.31199318118293456,0.0013767999629521492,0.5084610100163057,0.00018766750813446235,0.15158908287976972,5.434680960448097e-05,0.02633725858559554,Cohabilitating and is Parent,Single and is Parent,15,18
35,1.580120568509708e-07,8.572111564768026e-08,0.23391485500881554,0.0009144634067397238,0.4184231146207175,0.00023377998359373544,0.28682345896514555,8.704207246766845e-05,0.05960304220934765,Cohabilitating and is Parent,Single and is Parent,15,19
36,1.0116367209544683e-06,0.015737963856515855,0.7177805968966673,0.0014562143080628124,0.265005513615344,1.4521207448158288e-07,1.8294563084739525e-05,2.5991078093994714e-07,7.487563433135203e-13,Single and is Parent,Single and is Parent,18,8
37,9.333184816024978e-08,0.005405816860683355,0.6853264022568515,0.0006485605223013072,0.30858010072993514,2.0525648080862415e-07,3.841339710072261e-05,4.076429286057756e-07,1.8703815643175012e-12,Single and is Parent,Single and is Parent,18,9
38,2.134512005914949e-11,0.0010405547704365973,0.5443452438352085,1.0752221133908805e-06,0.4539797242321906,1.1788159627048502e-07,0.0006229042918908813,2.637516954791216e-07,1.0115993522928054e-05,Single and is Parent,Single and is Parent,18,10
39,2.327349351904317e-12,0.0005186437623228835,0.34128573974676907,2.2135528673209125e-06,0.6548596841580693,2.9737161568609203e-07,0.0033163982177970177,2.4176726269348992e-06,1.4605515604499886e-05,Cohabilitating and is Parent,Single and is Parent,18,11
40,1.959857648826239e-13,0.00016260714049341443,0.2974278008071302,8.998555165566778e-07,0.6960155294289044,3.836642469893976e-07,0.006356016494734025,3.4610731717309174e-06,3.330153560670213e-05,Cohabilitating and is Parent,Single and is Parent,18,12
41,1.4008511922456522e-14,3.524364837875528e-05,0.39597634288893807,7.938736652540829e-08,0.599036157604644,2.7823131911839476e-07,0.004819266079042428,8.504321637329561e-07,0.00013178172813337372,Cohabilitating and is Parent,Single and is Parent,18,13
42,4.646422743703419e-16,7.491314910130556e-06,0.26974199237301943,9.308147343785722e-08,0.714935359340993,3.5596697387097244e-07,0.015013785377001501,6.701358957219485e-06,0.0002942211866710971,Cohabilitating and is Parent,Single and is Parent,18,14
43,1.0859798790269739e-16,4.65006877419769e-06,0.18267546265725382,5.6095734604172345e-08,0.7754242137250021,7.64566358725503e-07,0.0415191492261496,9.422345962100421e-06,0.0003662813147646443,Cohabilitating and is Parent,Single and is Parent,18,15
44,8.596709068840807e-18,1.3704946080045723e-06,0.1496549669005495,2.143681330922156e-08,0.7747427756050853,9.272877101638052e-07,0.07480218599653186,1.2680016985619258e-05,0.0007850722617163089,Cohabilitating and is Parent,Single and is Parent,18,16
45,6.58698514160466e-19,3.9096626897155825e-07,0.11867139783976045,7.92929572485343e-09,0.7492378613069128,1.0885736718909458e-06,0.13044400884779006,1.6516751237800607e-05,0.0016287277850622905,Cohabilitating and is Parent,Single and is Parent,18,17
46,5.1841495307408457e-20,9.330478079977215e-08,0.17396308411205047,7.702586559204703e-10,0.710030791577788,8.692323305489374e-07,0.10890388847018243,4.468655591811443e-06,0.007096803877017185,Cohabilitating and is Parent,Single and is Parent,18,18
47,3.2798866241433306e-21,2.698525002924567e-08,0.06328767523336047,9.201245824802087e-10,0.5943021693186924,1.2723532707352767e-06,0.33643957179214806,2.3768263432369092e-05,0.0059455151337214065,Cohabilitating and is Parent,Single and is Parent,18,19
48,2.2726665577241158e-07,0.1383616984970846,0.6388725110134492,4.147378182169916e-06,0.2217409683611485,4.771392723234865e-05,0.0009280107570797064,3.3989925464525485e-05,1.0732873703088649e-05,Single and is Parent,Single and is Parent,26,8
49,2.2844809330292986e-08,0.05178156896540672,0.6646094111644841,2.0125440285115493e-06,0.28132315683062076,7.348282571408742e-05,0.0021230499879400064,5.808344497289284e-05,2.9211392023601795e-05,Single and is Parent,Single and is Parent,26,9
50,2.1404718454805766e-09,0.018063615972352707,0.6444495687124121,9.103057952346047e-07,0.3326865093412585,0.00010548645524831493,0.0045272825012613056,9.251767007340946e-05,7.410690112645205e-05,Single and is Parent,Single and is Parent,26,10
51,1.9381481937951705e-10,0.006089612485829514,0.6039025548619743,3.9790986274876195e-07,0.38020723549582863,0.00014633999229185662,0.009329759515126924,0.00014241393499517344,0.00018168561027607792,Single and is Parent,Single and is Parent,26,11
52,1.7162140686004182e-11,0.0020076205770771446,0.5534161291579685,1.700940476878075e-07,0.42492529091244385,0.0001985346766775492,0.018802271505972207,0.0002143814982087189,0.00043560156044231455,Single and is Parent,Cohabilitating and is Parent,26,12
53,1.4866249734781309e-12,0.000647469192678425,0.49611487338079613,7.112774130648242e-08,0.4645690494619327,0.00026348458215378614,0.03706770339116767,0.00031569492930705307,0.0010216539327364263,Single and is Parent,Married is a Parent,26,13
54,3.6766430694269226e-13,0.0004252726166721973,0.35551742378770246,4.5357864161799186e-08,0.5331750792849049,0.0005988356870475336,0.10846781947812274,0.0004696894000013432,0.001345834387316879,Cohabilitating and is Parent,Married is a Parent,26,14
55,2.5754011908662192e-14,9.033054122207541e-05,0.4638467484409918,3.921544559159288e-09,0.4497072566043705,0.00042558695207395227,0.08059771789271637,0.00011310078027692402,0.005219254866778104,Single and is Parent,Married is a Parent,26,15
56,2.0668124689369382e-15,2.6989714926534015e-05,0.38523981516206407,1.5192640807282423e-09,0.45550568577177497,0.0005232790570644702,0.14720898524967913,0.00015430220070380084,0.011340941324521016,Cohabilitating and is Parent,Married is a Parent,26,16
57,1.5419206926359688e-16,7.496641892752287e-06,0.29743536041743274,5.471597836494446e-10,0.4289063659188177,0.0005981129222666729,0.24994858126217695,0.00019569666390256747,0.02290838562635075,Cohabilitating and is Parent,Married is a Parent,26,17
58,1.0409261477024129e-17,1.8842223507025123e-06,0.2078025860081137,1.783166865968486e-10,0.36545011215406,0.000618628515641911,0.38402893726973486,0.0002245906343043516,0.04187326101747767,Married is a Parent,Married is a Parent,26,18
59,6.251705100528677e-19,4.2132596204961415e-07,0.12916057865777764,5.16999932781304e-11,0.2770220834725239,0.0005692425674376645,0.5249257886401635,0.0002293087070982505,0.06809257657733707,Married is a Parent,Married is a Parent,26,19
60,0.00027213307867916743,0.00016926100247603062,0.7807623165228686,0.000932945425862461,0.2178138236976126,6.43159357922376e-08,4.7963852114477484e-05,1.1503806857351628e-10,1.4919894126129804e-06,Single and is Parent,Cohabilitating and is Parent,27,8
61,0.0002229936575833049,0.00015126704321206152,0.5976830310730253,0.0013986767324430701,0.40045908621530707,1.0439366688552827e-07,8.213292635945494e-05,3.407764900693008e-10,2.7076176263097992e-06,Single and is Parent,Cohabilitating and is Parent,27,9
62,6.604483684966778e-05,3.855320816203388e-05,0.7476200365447225,0.0007011063459513357,0.2512685595624004,1.7001676664543617e-07,0.0002925123648525118,5.026765271590438e-10,1.301661761842284e-05,Single and is Parent,Single and is Parent,27,10
63,5.2241295797009225e-05,3.3259202040989795e-05,0.5524549981087028,0.0010146328092056854,0.4459382816278756,2.663858826166598e-07,0.00048351657181801023,1.4374096061132984e-09,2.280256126777831e-05,Single and is Parent,Single and is Parent,27,11
64,2.51883163262462e-05,1.5535314952916364e-05,0.5290958812839051,0.0008608533233640873,0.46876755085019595,4.2389101848524094e-07,0.0011686457392141333,2.940766109825642e-09,6.591834025701927e-05,Single and is Parent,Single and is Parent,27,12
65,1.2105221781074263e-05,7.232970820086415e-06,0.5050801123509961,0.000728010818425795,0.49116650239305754,6.723348729607935e-07,0.002815417529777368,5.996928081199048e-09,0.0001899403833410127,Single and is Parent,Single and is Parent,27,13
66,5.790152935369969e-06,3.3516374636458845e-06,0.47987688206133033,0.0006127596764451963,0.5122047617989726,1.0613551552861751e-06,0.006750662767089702,1.2171409344406435e-08,0.0005447183791984703,Cohabilitating and is Parent,Single and is Parent,27,14
67,1.8077807415312453e-06,9.00497686467851e-07,0.6327748281637215,0.00032379197875949986,0.33879186187273214,1.8221649706344498e-06,0.025344440318458977,1.892645206388294e-08,0.0027605282964771683,Single and is Parent,Cohabilitating and is Parent,27,15
68,1.281244309146764e-06,6.960573575195505e-07,0.41896360166511054,0.00041985778885540774,0.5387418340474996,2.5581044376071465e-06,0.03753712136950707,4.849224279260057e-08,0.004333001230680308,Cohabilitating and is Parent,Cohabilitating and is Parent,27,16
69,5.76703955030054e-07,3.035212119738059e-07,0.3745842824917307,0.0003325509979581894,0.5286877746877956,3.800117829412359e-06,0.08469704596917567,9.261642116211762e-08,0.011693572893922258,Cohabilitating and is Parent,Cohabilitating and is Parent,27,17
70,2.410987035975209e-07,1.2292891032100878e-07,0.311059716286289,0.0002446443901661667,0.4818798876658421,5.243204776380906e-06,0.17749925201012048,1.642951277426746e-07,0.029310728120064158,Cohabilitating and is Parent,Cohabilitating and is Parent,27,18
71,8.817138067123112e-08,4.355217384469164e-08,0.22595856789447014,0.00015743565258070018,0.38421043314103953,6.328304927887056e-06,0.325398548994556,2.5494834350790596e-07,0.06426829934052773,Cohabilitating and is Parent,Cohabilitating and is Parent,27,19
72,1.8450668879987328e-07,5.047549491127476e-06,0.8718905523050262,2.0965697057647345e-08,0.128104034420739,2.7160084511966943e-08,1.326460163316006e-07,3.838202664155301e-10,6.243666018890104e-11,Single and is Parent,Single and is Parent,31,8
73,6.403041733383963e-08,2.8395486479833875e-06,0.807270007335872,3.16273971565376e-08,0.19272684740509957,1.398464171899953e-08,1.9547825422886928e-07,3.70598165703108e-10,2.190717988237804e-10,Single and is Parent,Single and is Parent,31,9
74,2.7371755037840962e-08,1.635659349366052e-06,0.7975535626272592,3.058860687921294e-08,0.20244440482599457,1.9444775472516162e-08,3.1844898226437006e-07,6.370416389728393e-10,3.962354416926198e-10,Single and is Parent,Single and is Parent,31,10
75,1.169378726265889e-08,9.416134192665851e-07,0.7874756493564823,2.9565972985105785e-08,0.21252282047669196,2.7020336484665563e-08,5.184626921508239e-07,1.0943811565873538e-09,7.16236411081086e-10,Single and is Parent,Single and is Parent,31,11
76,4.992687949596523e-09,5.417252865100602e-07,0.7770359231775998,2.8559548902480442e-08,0.22296261727708905,3.7523666141118354e-08,8.435713976476432e-07,1.8788671927149e-09,1.2938566485423929e-09,Single and is Parent,Single and is Parent,31,12
77,2.1302508831964483e-09,3.1146028294195027e-07,0.7662353041223205,2.756941864743838e-08,0.23376292543252705,5.207591034065893e-08,1.3716499072807825e-06,3.223596360819848e-09,2.3357858616573106e-09,Single and is Parent,Single and is Parent,31,13
78,9.083110263159332e-10,1.7895083974444958e-07,0.7550760933329532,2.6595696858825192e-08,0.2449213894424397,7.222307563379216e-08,2.228805711457204e-06,5.527041576382131e-09,4.213930707815131e-09,Single and is Parent,Single and is Parent,31,14
79,4.902350239887351e-10,1.0818410312589704e-07,0.8158819041163624,1.6902893769857937e-08,0.18411355701104545,2.7795229899954244e-07,4.11397966823208e-06,1.733635614367877e-08,4.027036918806163e-09,Single and is Parent,Single and is Parent,31,15
80,1.647883740000571e-10,5.894950901482933e-08,0.7316984953873333,2.469808174053722e-08,0.26829537989314706,1.386240278501168e-07,5.872383324501181e-06,1.62136651145974e-08,1.3686122941495365e-08,Single and is Parent,Single and is Parent,31,16
81,7.011255481124509e-11,3.3796883209892965e-08,0.7194922425782747,2.377455415229233e-08,0.2804979339878186,1.9184169976169962e-07,9.521573452929501e-06,2.773950232530055e-08,2.4637701734528052e-08,Single and is Parent,Single and is Parent,31,17
82,2.9808125917233034e-11,1.9361667836603455e-08,0.7069516707903609,2.286815854516565e-08,0.2930325032324183,2.6528773358583636e-07,1.5426688241492817e-05,4.742264653571137e-08,4.431896456278181e-08,Single and is Parent,Single and is Parent,31,18
83,1.2662920405277631e-11,1.1083302961461418e-08,0.6940865998857666,2.1979121666251582e-08,0.3058878652928772,3.6656555271025543e-07,2.4974511898918594e-05,8.100899317618266e-08,7.965982400702066e-08,Single and is Parent,Single and is Parent,31,19
84,1.1498053938647422e-06,7.328656943780496e-05,0.8887318631085108,1.3582886760747346e-05,0.11118009749755525,3.5303470063077785e-12,1.5916544769870393e-08,2.5069969969024696e-09,1.7052693791307618e-09,Single and is Parent,Single and is Parent,32,8
85,3.0156102664873764e-07,3.0250613835204898e-05,0.8974625223626193,6.107854843982223e-06,0.102500810284665,2.096167967956039e-12,4.68593820949416e-09,1.3284821533281285e-09,1.3064933290147895e-09,Single and is Parent,Single and is Parent,32,9
86,1.4365958336498578e-07,1.4284196526666964e-05,0.9391764031592643,1.419540788650993e-06,0.06080774665454122,1.1840497950357275e-12,7.742640101379633e-14,2.5090102499176015e-09,2.790242072003063e-10,Single and is Parent,Single and is Parent,32,10
87,2.6259412051206192e-08,7.1374224953954725e-06,0.91853719506819,7.793097335649285e-07,0.08145485707524118,7.1125508573701e-13,2.6169683689776305e-10,4.583443996053143e-09,1.9075662653864587e-11,Single and is Parent,Single and is Parent,32,11
88,6.868820467605791e-09,2.9383092337941004e-06,0.9250998567502979,3.495047025986062e-07,0.0748968460527389,4.2119224397296383e-13,7.684091567036783e-11,2.422368083415802e-09,1.45760594879035e-11,Single and is Parent,Single and is Parent,32,12
89,1.7956783854037544e-09,1.2089346271051184e-06,0.9311715590519994,1.566553275962236e-07,0.06882707224894528,2.4927835403517644e-13,2.254944265758155e-11,1.2794919704646821e-09,1.1131401643501473e-11,Single and is Parent,Single and is Parent,32,13
90,3.702642544706697e-10,3.586455134270555e-07,0.9324518000778972,1.1111023337115396e-07,0.0675477293895215,1.530564796989742e-13,1.0254573104594282e-11,5.4922145545004536e-11,3.4124038803433037e-10,Single and is Parent,Single and is Parent,32,14
91,9.673372966177086e-11,1.474655161829064e-07,0.9379663035485812,4.976980752534295e-08,0.06203349882684309,9.052648949708176e-14,3.0073267826109264e-12,2.8991099046057374e-11,2.604293363229523e-10,Single and is Parent,Single and is Parent,32,15
92,2.526006119053853e-11,6.060463894395254e-08,0.9430579952738555,2.2282718942812354e-08,0.0569419215986359,5.3516777930448243e-14,8.815236705212234e-13,1.5295799581177315e-11,1.9865966604171285e-10,Single and is Parent,Single and is Parent,32,16
93,6.593217155739967e-12,2.4895896930968655e-08,0.9477549957928004,9.971877159324408e-09,0.052244969173002566,3.162355958957058e-14,2.58281827687078e-13,8.066519824365285e-12,1.5147327456740117e-10,Single and is Parent,Single and is Parent,32,17
94,1.7202119687178023e-12,1.0222833553018996e-08,0.9520842188164553,4.460743596000964e-09,0.04791576637845338,1.8678979755185623e-14,7.564414645641887e-14,4.252279764695878e-12,1.154473399062614e-10,Single and is Parent,Single and is Parent,32,18
95,4.486443387828439e-13,4.196144584251224e-09,0.9560713249738721,1.9946800467266528e-09,0.04392866874462424,1.102887441870486e-14,2.2145854619237204e-14,2.240748405080349e-12,8.795640874101615e-11,Single and is Parent,Single and is Parent,32,19
96,2.3981401397472792e-05,0.0008950529606753098,0.8072088276822087,0.0002713130669305185,0.19159942373381786,1.3548478998130474e-06,2.0585657298439396e-09,4.4248485767079713e-08,1.8794229458303757e-14,Single and is Parent,Single and is Parent,33,8
97,6.338572439183809e-06,0.0003723270252228356,0.821480959307947,0.00012295136823442155,0.17801658877574048,8.107094873058128e-07,6.107711699706977e-10,2.3630143127045026e-08,1.4511247715407626e-14,Single and is Parent,Single and is Parent,33,9
98,1.6726596972221254e-06,0.00015463208884281717,0.8346575680148877,5.562823190857264e-05,0.16513000189722143,4.843275830818606e-07,1.8092207272792513e-10,1.2598926030663665e-08,1.1186242294328316e-14,Single and is Parent,Single and is Parent,33,10
99,4.4081294242156736e-07,6.41365056124525e-05,0.84693441205291,2.5135513189910688e-05,0.15297557938920964,2.889640137088241e-07,5.3522351981944644e-11,6.708590916221192e-09,8.611807186346552e-15,Single and is Parent,Single and is Parent,33,11
100,1.1603893145438484e-07,2.6571349115816077e-05,0.8584082092499928,1.1344435656249921e-05,0.14155358313536268,1.722070623176209e-07,1.581544675859143e-11,3.5680565833937387e-09,6.622271970755175e-15,Single and is Parent,Single and is Parent,33,12
101,3.0514234969297256e-08,1.0996925884654312e-05,0.8691351749142414,5.114785403301424e-06,0.13084857844006043,1.0251974956118125e-07,4.6684973914171734e-12,1.895752063467924e-09,5.0870863478904694e-15,Single and is Parent,Single and is Parent,33,13
102,8.01652502670905e-09,4.546884182285433e-06,0.8791554901466982,2.3038640047053925e-06,0.12083758910632716,6.097460793366796e-08,1.376758219289563e-12,1.0062739807042093e-09,3.9040566180825525e-15,Single and is Parent,Single and is Parent,33,14
103,2.1041895215490825e-09,1.878328379396623e-06,0.8885033970479064,1.0368150580919384e-06,0.1114936489372931,3.623310316873233e-08,4.056516712556984e-13,5.336616361269932e-10,2.9934922597345937e-15,Single and is Parent,Single and is Parent,33,15
104,5.518559809871446e-10,7.753027917668024e-07,0.8972112118499483,4.66216835194135e-07,0.10278752428249928,2.151316182542361e-08,1.1942384799290497e-13,2.8278601169645947e-10,2.293413534110972e-15,Single and is Parent,Single and is Parent,33,16
105,1.446218961592994e-10,3.197706301263282e-07,0.9053107738626803,2.09479729883907e-07,0.09468868382905107,1.2763516815887765e-08,3.5131464071609107e-14,1.4973290815375732e-10,1.7557149208781166e-15,Single and is Parent,Single and is Parent,33,17
106,3.7873321155117075e-11,1.3179436420172065e-07,0.9128338309478967,9.405612885965069e-08,0.08716593551743351,7.567065747297068e-09,1.0327435209560902e-14,7.92259833162238e-11,1.343125735235561e-15,Single and is Parent,Single and is Parent,33,18
107,9.911651798058854e-12,5.428357138836359e-08,0.9198120030299454,4.2203211657814994e-08,0.080187895948162,4.4833017143415836e-09,3.0339052671153046e-15,4.189202205187981e-11,1.026816048882077e-15,Single and is Parent,Single and is Parent,33,19
108,3.2452793891301176e-05,0.0003416380291623164,0.9459385243093539,0.00023177007849325948,0.05344505118419163,1.0322626907758706e-05,4.73804022799389e-08,1.8043717955105005e-07,1.3160417872700253e-08,Single and is Parent,Single and is Parent,34,8
109,1.072038640067379e-05,0.00019429564080794085,0.9538875972652626,6.54307002470461e-05,0.045834908744158784,5.869218597370808e-06,8.942363745783656e-09,1.1688526292514232e-06,2.495326321352845e-10,Single and is Parent,Single and is Parent,34,9
110,2.7959047270775193e-06,7.975059161993432e-05,0.9578639541882031,2.9257637391923233e-05,0.042020157578920685,3.4653733202946185e-06,2.6179488175746483e-09,6.159177591573768e-07,1.9010896971988543e-10,Single and is Parent,Single and is Parent,34,10
111,7.288667740428713e-07,3.2720401607870405e-05,0.9614447102341511,1.3077080389867665e-05,0.03850639290239901,2.045189834402695e-06,7.660971153957896e-10,3.244139721337832e-07,1.4477438350445378e-10,Single and is Parent,Single and is Parent,34,11
112,1.8994314995986865e-07,1.342001606727106e-05,0.9647049267499402,5.84294814637581e-06,0.03527424258334625,1.2066100035774808e-06,2.2410740190415707e-10,1.7081502650132074e-07,1.1021241998454917e-10,Single and is Parent,Single and is Parent,34,12
113,4.9484533038814996e-08,5.502471522936007e-06,0.9676872883891583,2.609898563445856e-06,0.032303748036957,7.116567538523302e-07,6.553886742760605e-11,8.991309606342727e-08,8.387638612525274e-11,Single and is Parent,Single and is Parent,34,13
114,1.28884215953685e-08,2.2555215897667835e-06,0.9704205682730022,1.1654660890112526e-06,0.029575530829947568,4.1962238332814333e-07,1.916134897227676e-11,4.7315588835502135e-08,6.381654664557186e-11,Single and is Parent,Single and is Parent,34,14
115,3.356026123098577e-09,9.243395050990942e-07,0.9729270786688946,5.203205708878714e-07,0.027071201000482416,2.473671686205748e-07,5.60078072517952e-12,2.489320910411839e-08,4.85425100601197e-11,Single and is Parent,Single and is Parent,34,15
